16.4,20.11,0.699,8.07,0.0105
6.31,20.9,7.4,18.6,1.08,Reinforced Carbon-Carbon (RCC) Shield Tile
6.54,20.3,4.05,20.2,0.331,Graphene Nanoplatelet Thermal Interface Material
7.01,22.7,1.64,19.9,0.0513,Boron Nitride Nanotube Composite
3.7,9.28,5.38,16.0,2.62,Boron Nitride Nanotube Composite
1.61,21.3,6.57,11.3,0.935,Boron Nitride Nanotube Composite
7.89,22.3,3.61,20.6,0.234,Graphene-Coated Carbon Fiber Sheet
5.76,22.6,3.31,18.6,0.2,Graphene Nanoplatelet Thermal Interface Material
7.9,22.7,4.68,20.2,0.387,Nanocrystalline Diamond Thermal Spreader
2.88,22.3,5.66,14.1,0.558,Boron Nitride Nanotube Composite
8.89,18.2,2.67,22.7,0.148,Diamond-Like Carbon (DLC) Coated Radiator
3.83,22.1,8.47,14.0,1.49,Diamond-Like Carbon (DLC) Coated Radiator
6.75,18.3,4.35,20.9,0.58,Boron Nitride Nanotube Composite
2.71,8.61,7.48,6.99,7.62,Boron Nitride Nanotube Composite
6.95,22.0,10.6,16.5,2.57,Reinforced Carbon-Carbon (RCC) Shield Tile
5.51,22.4,2.71,18.6,0.133,Boron Nitride Nanotube Composite
6.12,18.1,1.35,20.8,0.0341,Boron Nitride Nanotube Composite
5.76,22.1,9.14,16.4,1.69,Reinforced Carbon-Carbon (RCC) Shield Tile
4.84,22.6,3.22,17.7,0.184,Boron Nitride Nanotube Composite
2.86,19.9,5.09,15.9,0.514,Graphene Nanoplatelet Thermal Interface Material
8.79,22.4,3.02,21.4,0.186,Graphene-Coated Carbon Fiber Sheet
5.84,22.5,6.27,18.0,0.813,Diamond-Like Carbon (DLC) Coated Radiator
7.29,20.0,3.22,21.2,0.206,Diamond-Like Carbon (DLC) Coated Radiator
4.28,22.9,3.5,16.8,0.224,Graphene Nanoplatelet Thermal Interface Material
4.33,19.3,12.5,11.8,2.96,Boron Nitride Nanotube Composite
4.45,11.4,6.22,17.6,3.21,Boron Nitride Nanotube Composite
3.45,22.5,2.68,16.1,0.13,Boron Nitride Nanotube Composite
6.04,21.2,3.5,19.7,0.241,Diamond-Like Carbon (DLC) Coated Radiator
4.04,16.1,3.36,18.9,0.202,Boron Nitride Nanotube Composite
4.45,22.3,3.73,17.4,0.262,Boron Nitride Nanotube Composite
5.52,21.8,7.12,17.7,1.18,Phenolic Impregnated Carbon Ablator (PICA)
5.24,21.4,5.21,18.4,0.574,Boron Nitride Nanotube Composite
10.4,21.9,5.0,22.3,0.57,Reinforced Carbon-Carbon (RCC) Shield Tile
6.19,17.8,3.73,20.8,0.282,Phenolic Impregnated Carbon Ablator (PICA)
5.32,21.5,5.66,18.3,0.634,Nanocrystalline Diamond Thermal Spreader
5.18,22.5,3.68,18.2,0.239,Graphene-Coated Carbon Fiber Sheet
5.36,22.4,1.96,18.7,0.0692,Graphene-Coated Carbon Fiber Sheet
8.04,22.6,1.85,21.0,0.0693,Graphene Nanoplatelet Thermal Interface Material
7.15,15.3,4.86,21.6,0.508,Graphene-Coated Carbon Fiber Sheet
3.05,12.9,6.97,15.4,4.46,Boron Nitride Nanotube Composite
4.62,22.8,4.27,17.3,0.331,Phenolic Impregnated Carbon Ablator (PICA)
4.46,22.3,3.44,17.6,0.211,Graphene Nanoplatelet Thermal Interface Material
9.92,22.4,3.46,22.2,0.229,Graphene-Coated Carbon Fiber Sheet
4.55,22.6,3.65,17.5,0.249,Graphene Nanoplatelet Thermal Interface Material
5.54,17.8,6.95,19.3,1.21,Boron Nitride Nanotube Composite
0.0933,13.9,8.25,3.64,1.24,Graphene Nanoplatelet Thermal Interface Material
5.41,21.5,8.56,17.0,1.64,Graphene-Coated Carbon Fiber Sheet
6.67,21.9,4.06,20.0,0.315,Graphene Nanoplatelet Thermal Interface Material
6.73,20.2,3.59,20.8,0.238,Boron Nitride Nanotube Composite
7.73,20.8,1.2,21.6,0.0288,Graphene Nanoplatelet Thermal Interface Material
7.43,20.4,6.84,20.4,0.894,Reinforced Carbon-Carbon (RCC) Shield Tile
4.41,22.5,2.91,17.6,0.152,Graphene Nanoplatelet Thermal Interface Material
7.96,22.1,7.87,19.7,1.26,Reinforced Carbon-Carbon (RCC) Shield Tile
4.75,22.7,11.6,11.8,2.93,Phenolic Impregnated Carbon Ablator (PICA)
7.91,22.3,1.22,21.2,0.0305,Graphene-Coated Carbon Fiber Sheet
7.82,22.7,6.33,20.0,0.729,Nanocrystalline Diamond Thermal Spreader
6.79,19.9,3.16,21.1,0.18,Reinforced Carbon-Carbon (RCC) Shield Tile
3.93,22.6,3.92,16.8,0.269,Boron Nitride Nanotube Composite
8.07,20.9,1.51,21.9,0.0428,Graphene-Coated Carbon Fiber Sheet
3.56,22.6,2.3,16.6,0.0996,Boron Nitride Nanotube Composite
8.06,18.2,4.18,22.3,0.346,Boron Nitride Nanotube Composite
3.91,18.8,5.54,18.0,0.546,Graphene-Coated Carbon Fiber Sheet
7.29,21.3,1.56,21.2,0.0459,Aerogel-Infused Carbon Fiber Panel
2.54,20.0,3.39,16.4,0.211,Boron Nitride Nanotube Composite
6.49,22.9,3.83,19.6,0.275,Graphene Nanoplatelet Thermal Interface Material
4.72,22.2,2.47,18.4,0.112,Boron Nitride Nanotube Composite
1.97,13.1,7.75,7.09,9.05,Boron Nitride Nanotube Composite
4.93,22.3,3.18,18.5,0.191,Boron Nitride Nanotube Composite
4.26,21.5,6.26,17.2,0.68,Nanocrystalline Diamond Thermal Spreader
6.21,22.1,2.42,20.0,0.115,Graphene-Coated Carbon Fiber Sheet
6.58,20.5,3.71,20.8,0.245,Nanocrystalline Diamond Thermal Spreader
6.95,20.4,4.47,21.0,0.367,Reinforced Carbon-Carbon (RCC) Shield Tile
5.25,22.7,5.77,18.0,0.649,Phenolic Impregnated Carbon Ablator (PICA)
4.81,21.8,4.57,18.4,0.366,Graphene-Coated Carbon Fiber Sheet
0.946,21.9,4.84,11.6,0.424,Boron Nitride Nanotube Composite
7.25,22.3,3.01,20.8,0.169,Boron Nitride Nanotube Composite
4.99,22.6,3.19,18.5,0.203,Boron Nitride Nanotube Composite
5.49,21.5,4.55,19.3,0.39,Boron Nitride Nanotube Composite
7.46,20.2,7.93,20.3,1.51,Diamond-Like Carbon (DLC) Coated Radiator
4.94,16.2,3.57,20.3,0.247,Diamond-Like Carbon (DLC) Coated Radiator
8.77,21.4,2.95,22.3,0.163,Nanocrystalline Diamond Thermal Spreader
9.33,22.3,4.25,22.1,0.329,Graphene-Coated Carbon Fiber Sheet
4.2,19.8,10.9,14.7,2.13,Graphene Nanoplatelet Thermal Interface Material
7.84,22.9,3.84,20.9,0.268,Graphene Nanoplatelet Thermal Interface Material
4.31,22.3,3.92,17.8,0.287,Boron Nitride Nanotube Composite
3.13,22.2,3.42,16.4,0.211,Boron Nitride Nanotube Composite
7.17,16.3,2.07,22.4,0.0856,Boron Nitride Nanotube Composite
7.2,13.4,7.21,21.2,1.09,Graphene-Coated Carbon Fiber Sheet
4.42,23.0,4.47,17.4,0.375,Graphene Nanoplatelet Thermal Interface Material
4.32,22.5,4.05,17.7,0.31,Graphene Nanoplatelet Thermal Interface Material
9.03,22.7,1.15,22.1,0.0256,Aerogel-Infused Carbon Fiber Panel
4.03,22.5,3.36,17.5,0.2,Boron Nitride Nanotube Composite
2.22,15.5,8.58,7.87,9.25,Boron Nitride Nanotube Composite
7.28,16.5,3.76,22.3,0.271,Graphene Nanoplatelet Thermal Interface Material
3.46,22.9,11.9,4.03,3.57,Reinforced Carbon-Carbon (RCC) Shield Tile
4.77,22.6,3.15,18.4,0.198,Boron Nitride Nanotube Composite
4.07,22.5,3.28,17.6,0.191,Boron Nitride Nanotube Composite
3.66,22.8,3.21,16.9,0.196,Boron Nitride Nanotube Composite
6.1,21.7,5.05,19.8,0.475,Boron Nitride Nanotube Composite
4.04,19.8,6.58,17.8,0.802,Graphene Nanoplatelet Thermal Interface Material
6.92,20.3,4.44,21.2,0.377,Boron Nitride Nanotube Composite
5.41,21.4,4.21,19.5,0.373,Boron Nitride Nanotube Composite
0.0911,19.0,6.21,10.8,0.702,Graphene Nanoplatelet Thermal Interface Material
3.01,21.1,2.84,17.1,0.144,Nanocrystalline Diamond Thermal Spreader
6.65,21.5,2.42,20.9,0.109,Boron Nitride Nanotube Composite
5.01,22.3,4.55,18.6,0.381,Graphene Nanoplatelet Thermal Interface Material
6.9,22.9,3.75,20.3,0.283,Boron Nitride Nanotube Composite
4.5,20.6,2.81,19.2,0.159,Boron Nitride Nanotube Composite
7.09,22.0,6.84,20.0,1.1,Diamond-Like Carbon (DLC) Coated Radiator
7.29,22.5,3.46,20.9,0.223,Phenolic Impregnated Carbon Ablator (PICA)
5.73,18.2,2.9,21.1,0.155,Boron Nitride Nanotube Composite
5.8,18.8,8.09,19.4,1.53,Diamond-Like Carbon (DLC) Coated Radiator
3.7,22.1,7.72,15.7,1.24,Phenolic Impregnated Carbon Ablator (PICA)
3.59,22.1,3.88,17.3,0.27,Graphene Nanoplatelet Thermal Interface Material
11.4,18.7,11.3,21.4,3.59,Graphene-Coated Carbon Fiber Sheet
5.83,16.5,2.76,21.5,0.138,Graphene Nanoplatelet Thermal Interface Material
6.57,21.0,2.13,21.2,0.084,Boron Nitride Nanotube Composite
1.91,21.7,5.68,14.3,0.574,Boron Nitride Nanotube Composite
5.88,22.1,5.58,19.5,0.558,Graphene Nanoplatelet Thermal Interface Material
5.23,22.7,3.37,19.1,0.203,Nanocrystalline Diamond Thermal Spreader
7.59,19.9,13.1,16.3,5.2,Silicon Oxycarbide Shield Tile
3.36,22.1,4.42,17.0,0.349,Graphene Nanoplatelet Thermal Interface Material
2.76,21.5,7.04,15.3,0.901,Graphene Nanoplatelet Thermal Interface Material
6.06,21.9,3.72,20.3,0.271,Graphene Nanoplatelet Thermal Interface Material
2.55,21.5,10.9,3.65,5.64,Graphene-Coated Carbon Fiber Sheet
8.17,21.4,15.5,11.7,6.54,Phenolic Impregnated Carbon Ablator (PICA)
7.17,22.9,4.68,20.6,0.414,Phenolic Impregnated Carbon Ablator (PICA)
7.44,22.1,4.67,21.2,0.419,Graphene Nanoplatelet Thermal Interface Material
8.15,22.2,1.05,22.1,0.0243,Zirconium Dioxide Ceramic Heat Sink
5.19,22.6,2.07,19.4,0.0788,Boron Nitride Nanotube Composite
7.83,22.8,4.67,21.2,0.393,Graphene Nanoplatelet Thermal Interface Material
5.19,20.0,4.55,20.1,0.356,Boron Nitride Nanotube Composite
4.81,21.7,4.81,19.0,0.401,Nanocrystalline Diamond Thermal Spreader
1.32,19.3,9.11,12.0,1.52,Boron Nitride Nanotube Composite
5.41,22.7,3.12,19.5,0.179,Boron Nitride Nanotube Composite
6.23,22.8,2.59,20.3,0.12,Boron Nitride Nanotube Composite
7.28,22.2,5.08,21.0,0.495,Graphene-Coated Carbon Fiber Sheet
5.81,17.3,2.98,21.6,0.163,Graphene-Coated Carbon Fiber Sheet
3.14,8.84,7.62,13.4,6.69,Boron Nitride Nanotube Composite
3.42,19.9,5.67,17.9,0.631,Graphene Nanoplatelet Thermal Interface Material
4.47,22.2,4.33,18.6,0.333,Boron Nitride Nanotube Composite
4.13,22.8,5.96,17.3,0.667,Graphene Nanoplatelet Thermal Interface Material
2.33,21.5,6.28,15.3,0.704,Graphene Nanoplatelet Thermal Interface Material
5.68,4.57,10.9,7.16,7.77,Boron Nitride Nanotube Composite
3.66,15.7,4.24,19.5,0.312,Boron Nitride Nanotube Composite
2.52,20.6,5.5,16.5,0.547,Boron Nitride Nanotube Composite
1.18,21.1,6.22,13.4,0.675,Boron Nitride Nanotube Composite
3.26,22.4,5.29,16.7,0.677,Boron Nitride Nanotube Composite
6.04,22.8,7.56,18.8,1.16,Boron Nitride Nanotube Composite
4.55,10.2,5.55,19.1,2.47,Boron Nitride Nanotube Composite
3.72,9.37,5.65,17.6,3.17,Boron Nitride Nanotube Composite
0.103,22.9,3.24,0.0,0.186,Graphene Nanoplatelet Thermal Interface Material
2.69,21.9,3.63,16.8,0.259,Graphene Nanoplatelet Thermal Interface Material
3.87,15.8,4.41,19.8,0.374,Nanocrystalline Diamond Thermal Spreader
5.17,22.2,3.92,19.6,0.27,Boron Nitride Nanotube Composite
5.08,21.8,4.77,19.5,0.405,Graphene-Coated Carbon Fiber Sheet
1.99,21.5,6.63,14.7,0.951,Boron Nitride Nanotube Composite
3.39,21.9,5.04,17.4,0.494,Graphene Nanoplatelet Thermal Interface Material
5.76,22.8,5.42,19.5,0.574,Graphene Nanoplatelet Thermal Interface Material
1.77,19.1,10.5,12.0,1.98,Boron Nitride Nanotube Composite
5.9,20.0,4.34,21.1,0.348,Graphene Nanoplatelet Thermal Interface Material
4.82,22.5,3.62,19.2,0.246,Boron Nitride Nanotube Composite
5.46,21.5,3.06,20.4,0.172,Graphene-Coated Carbon Fiber Sheet
3.37,21.7,13.4,5.31,3.83,Phenolic Impregnated Carbon Ablator (PICA)
6.0,22.7,1.26,20.5,0.0302,Graphene Nanoplatelet Thermal Interface Material
5.35,7.81,6.39,18.7,2.6,Boron Nitride Nanotube Composite
5.33,13.6,3.69,21.4,0.244,Graphene-Coated Carbon Fiber Sheet
0.227,22.8,4.79,0.0,0.416,Graphene Nanoplatelet Thermal Interface Material
5.2,22.4,1.94,19.9,0.0696,Nanocrystalline Diamond Thermal Spreader
4.69,4.56,9.87,6.89,7.69,Boron Nitride Nanotube Composite
8.42,22.9,3.05,22.2,0.173,Diamond-Like Carbon (DLC) Coated Radiator
6.45,19.2,6.64,21.2,0.782,Graphene-Coated Carbon Fiber Sheet
2.6,8.72,6.93,13.4,6.63,Boron Nitride Nanotube Composite
5.69,19.7,2.46,21.4,0.121,Boron Nitride Nanotube Composite
4.42,18.9,9.96,15.3,7.19,Boron Nitride Nanotube Composite
6.84,22.7,4.16,21.0,0.314,Graphene-Coated Carbon Fiber Sheet
3.82,21.4,3.53,18.8,0.226,Graphene Nanoplatelet Thermal Interface Material
4.39,21.1,5.42,19.1,0.591,Graphene Nanoplatelet Thermal Interface Material
4.97,22.2,2.91,19.8,0.151,Boron Nitride Nanotube Composite
2.16,9.22,6.29,13.5,6.56,Boron Nitride Nanotube Composite
6.95,8.43,7.92,20.2,1.4,Graphene Nanoplatelet Thermal Interface Material
6.03,22.3,2.81,20.8,0.173,Graphene-Coated Carbon Fiber Sheet
6.49,22.8,2.96,21.0,0.165,Zirconium Dioxide Ceramic Heat Sink
8.93,21.1,8.33,21.9,1.5,Reinforced Carbon-Carbon (RCC) Shield Tile
9.12,22.2,4.9,22.8,0.566,Reinforced Carbon-Carbon (RCC) Shield Tile
8.56,21.9,1.73,23.0,0.0896,Graphene Nanoplatelet Thermal Interface Material
6.08,22.5,3.88,20.7,0.311,Boron Nitride Nanotube Composite
3.04,18.5,8.1,15.2,6.98,Boron Nitride Nanotube Composite
2.68,20.0,4.7,17.9,0.424,Graphene Nanoplatelet Thermal Interface Material
5.28,16.5,5.35,21.3,0.56,Graphene-Coated Carbon Fiber Sheet
5.36,20.2,4.3,20.9,0.471,Diamond-Like Carbon (DLC) Coated Radiator
4.3,20.3,4.56,19.8,0.385,Graphene Nanoplatelet Thermal Interface Material
5.84,22.1,5.4,20.4,0.574,Boron Nitride Nanotube Composite
3.34,22.2,4.19,18.0,0.334,Boron Nitride Nanotube Composite
0.387,17.6,9.78,10.8,1.83,Graphene Nanoplatelet Thermal Interface Material
6.32,21.9,4.35,21.2,0.348,Graphene-Coated Carbon Fiber Sheet
3.55,17.9,3.67,19.9,0.232,Boron Nitride Nanotube Composite
3.12,21.3,9.51,15.4,1.61,Nanocrystalline Diamond Thermal Spreader
5.64,20.3,8.25,19.8,1.37,Graphene-Coated Carbon Fiber Sheet
5.03,22.1,4.16,20.0,0.334,Boron Nitride Nanotube Composite
7.53,22.4,7.22,21.1,1.22,Phenolic Impregnated Carbon Ablator (PICA)
4.87,17.4,6.49,20.6,0.944,Diamond-Like Carbon (DLC) Coated Radiator
5.36,20.9,2.53,21.1,0.117,Boron Nitride Nanotube Composite
6.03,14.0,10.2,19.9,2.01,Boron Nitride Nanotube Composite
5.36,20.5,3.68,21.1,0.255,Graphene Nanoplatelet Thermal Interface Material
5.11,22.8,4.59,19.7,0.438,Graphene Nanoplatelet Thermal Interface Material
5.46,17.8,6.35,21.2,0.762,Graphene-Coated Carbon Fiber Sheet
7.35,21.8,6.12,21.7,0.695,Reinforced Carbon-Carbon (RCC) Shield Tile
3.81,9.83,5.01,19.1,2.42,Boron Nitride Nanotube Composite
4.18,20.6,4.99,19.7,0.47,Diamond-Like Carbon (DLC) Coated Radiator
5.14,21.9,3.42,20.5,0.227,Boron Nitride Nanotube Composite
3.66,21.9,3.11,19.0,0.19,Boron Nitride Nanotube Composite
5.28,21.3,3.39,20.9,0.208,Graphene Nanoplatelet Thermal Interface Material
3.72,21.7,3.63,19.1,0.246,Graphene Nanoplatelet Thermal Interface Material
6.19,22.8,5.17,20.7,0.537,Graphene Nanoplatelet Thermal Interface Material
7.08,22.0,5.84,21.6,0.62,Reinforced Carbon-Carbon (RCC) Shield Tile
2.6,21.2,4.72,17.7,0.395,Boron Nitride Nanotube Composite
2.19,22.8,4.66,16.2,0.387,Diamond-Like Carbon (DLC) Coated Radiator
5.75,21.4,1.74,21.5,0.0594,Boron Nitride Nanotube Composite
7.25,22.9,3.46,21.9,0.214,Graphene-Coated Carbon Fiber Sheet
7.52,22.7,4.5,22.0,0.401,Diamond-Like Carbon (DLC) Coated Radiator
2.64,21.2,9.02,15.5,1.46,Graphene Nanoplatelet Thermal Interface Material
7.27,22.7,1.48,22.2,0.0429,Aerogel-Infused Carbon Fiber Panel
8.09,22.3,5.99,22.2,0.893,Phenolic Impregnated Carbon Ablator (PICA)
3.77,22.2,6.94,17.9,0.907,Reinforced Carbon-Carbon (RCC) Shield Tile
3.23,17.7,3.64,19.9,0.236,Nanocrystalline Diamond Thermal Spreader
4.25,22.3,3.78,19.5,0.251,Nanocrystalline Diamond Thermal Spreader
7.56,21.8,2.23,22.8,0.0937,Boron Nitride Nanotube Composite
1.64,22.6,6.7,14.6,0.764,Boron Nitride Nanotube Composite
6.24,21.1,8.89,20.1,1.49,Nanocrystalline Diamond Thermal Spreader
3.7,22.4,5.32,18.5,0.522,Boron Nitride Nanotube Composite
5.98,22.7,3.57,21.1,0.247,Graphene Nanoplatelet Thermal Interface Material
5.33,21.5,4.34,20.9,0.352,Graphene Nanoplatelet Thermal Interface Material
4.09,12.2,5.21,20.5,0.48,Graphene Nanoplatelet Thermal Interface Material
4.11,22.2,3.37,19.6,0.201,Boron Nitride Nanotube Composite
6.26,22.3,3.28,21.6,0.224,Graphene Nanoplatelet Thermal Interface Material
6.19,22.7,4.24,21.2,0.359,Boron Nitride Nanotube Composite
6.5,22.8,3.21,21.6,0.191,Boron Nitride Nanotube Composite
5.86,21.0,3.92,21.7,0.277,Reinforced Carbon-Carbon (RCC) Shield Tile
5.73,21.3,2.24,21.7,0.0969,Boron Nitride Nanotube Composite
4.37,21.0,12.9,14.4,3.39,Silicon Oxycarbide Shield Tile
4.89,14.3,16.4,4.95,6.99,Graphene-Coated Carbon Fiber Sheet
5.31,16.1,13.1,16.8,4.22,Phenolic Impregnated Carbon Ablator (PICA)
6.95,22.8,4.32,21.8,0.391,Phenolic Impregnated Carbon Ablator (PICA)
2.1,16.8,11.3,2.59,9.04,Boron Nitride Nanotube Composite
6.25,19.5,6.38,21.9,0.741,Graphene-Coated Carbon Fiber Sheet
5.44,20.6,3.54,21.6,0.258,Phenolic Impregnated Carbon Ablator (PICA)
5.92,18.2,12.5,18.0,3.62,Graphene-Coated Carbon Fiber Sheet
0.0,19.9,5.69,13.9,0.602,Boron Nitride Nanotube Composite
2.57,20.9,6.11,17.7,0.677,Zirconium Dioxide Ceramic Heat Sink
3.18,20.6,12.9,12.5,3.41,Silicon Oxycarbide Shield Tile
2.6,22.1,5.76,17.3,0.642,Boron Nitride Nanotube Composite
3.0,20.6,2.78,19.3,0.136,Boron Nitride Nanotube Composite
5.66,22.3,3.64,21.2,0.239,Graphene-Coated Carbon Fiber Sheet
2.3,4.59,6.9,7.03,7.57,Boron Nitride Nanotube Composite
3.34,22.3,5.9,18.2,0.633,Graphene Nanoplatelet Thermal Interface Material
6.5,22.7,3.36,21.8,0.224,Boron Nitride Nanotube Composite
4.96,22.0,2.32,20.9,0.0991,Phenolic Impregnated Carbon Ablator (PICA)
6.81,22.7,1.95,22.2,0.0786,Graphene Nanoplatelet Thermal Interface Material
3.2,22.6,6.67,17.6,0.816,Diamond-Like Carbon (DLC) Coated Radiator
4.04,21.8,7.07,18.9,1.5,Boron Nitride Nanotube Composite
1.89,16.3,12.0,13.5,2.85,Boron Nitride Nanotube Composite
6.87,22.6,5.43,21.9,0.523,Graphene-Coated Carbon Fiber Sheet
7.05,22.4,3.09,22.6,0.181,Boron Nitride Nanotube Composite
5.25,20.9,9.21,19.6,1.83,Graphene Nanoplatelet Thermal Interface Material
3.98,22.4,3.85,19.8,0.277,Boron Nitride Nanotube Composite
4.6,21.5,8.86,18.9,2.07,Diamond-Like Carbon (DLC) Coated Radiator
3.6,18.0,10.2,18.1,2.03,Graphene-Coated Carbon Fiber Sheet
2.71,21.5,7.64,17.4,1.06,Graphene Nanoplatelet Thermal Interface Material
2.72,21.7,5.75,18.2,0.589,Boron Nitride Nanotube Composite
4.33,18.1,8.16,20.2,1.35,Graphene-Coated Carbon Fiber Sheet
3.95,21.6,6.41,19.6,0.783,Boron Nitride Nanotube Composite
5.47,20.4,3.15,22.3,0.188,Graphene Nanoplatelet Thermal Interface Material
5.72,22.4,3.67,21.7,0.257,Diamond-Like Carbon (DLC) Coated Radiator
2.04,19.9,7.38,17.5,1.01,Graphene Nanoplatelet Thermal Interface Material
4.02,22.4,5.76,19.6,0.595,Graphene Nanoplatelet Thermal Interface Material
5.02,18.9,4.19,22.2,0.323,Graphene Nanoplatelet Thermal Interface Material
4.49,22.6,5.99,20.0,0.675,Boron Nitride Nanotube Composite
2.21,8.73,9.18,15.9,1.46,Boron Nitride Nanotube Composite
4.46,21.1,12.6,16.1,3.31,Reinforced Carbon-Carbon (RCC) Shield Tile
2.62,5.58,5.91,15.2,4.86,Boron Nitride Nanotube Composite
2.34,22.1,4.54,18.3,0.367,Boron Nitride Nanotube Composite
3.01,19.0,6.15,19.8,0.791,Boron Nitride Nanotube Composite
1.92,22.6,7.4,16.2,0.937,Boron Nitride Nanotube Composite
6.95,22.8,7.35,21.8,1.11,Boron Nitride Nanotube Composite
2.82,22.5,7.83,17.6,1.11,Boron Nitride Nanotube Composite
6.26,22.6,2.61,22.6,0.129,Boron Nitride Nanotube Composite
5.94,22.7,4.62,22.0,0.378,Graphene-Coated Carbon Fiber Sheet
2.16,14.3,9.12,18.1,1.53,Boron Nitride Nanotube Composite
3.04,20.7,4.92,20.1,0.459,Boron Nitride Nanotube Composite
5.17,22.7,2.9,21.8,0.167,Boron Nitride Nanotube Composite
3.65,17.1,11.3,18.4,2.33,Boron Nitride Nanotube Composite
3.93,16.9,8.56,20.6,1.36,Graphene Nanoplatelet Thermal Interface Material
5.07,22.4,4.74,21.6,0.449,Boron Nitride Nanotube Composite
0.212,19.9,9.71,13.6,1.76,Boron Nitride Nanotube Composite
3.6,22.6,5.67,19.9,0.597,Boron Nitride Nanotube Composite
4.64,22.4,3.27,21.6,0.203,Boron Nitride Nanotube Composite
2.76,21.5,7.35,18.8,0.994,Graphene Nanoplatelet Thermal Interface Material
1.65,15.4,12.0,15.2,2.63,Boron Nitride Nanotube Composite
2.1,20.6,13.1,6.69,8.2,Zirconium Dioxide Ceramic Heat Sink
2.42,21.2,14.5,9.72,4.26,Reinforced Carbon-Carbon (RCC) Shield Tile
2.17,19.9,7.46,18.8,1.07,Boron Nitride Nanotube Composite
5.36,22.1,2.23,22.6,0.0994,Diamond-Like Carbon (DLC) Coated Radiator
3.15,19.6,12.0,15.5,6.15,Boron Nitride Nanotube Composite
2.19,19.7,7.32,19.0,1.01,Boron Nitride Nanotube Composite
4.35,20.6,5.59,21.7,0.572,Graphene Nanoplatelet Thermal Interface Material
3.89,17.8,4.63,22.2,0.378,Graphene-Coated Carbon Fiber Sheet
2.22,21.4,6.49,18.8,0.781,Graphene Nanoplatelet Thermal Interface Material
2.97,20.4,9.11,18.8,1.49,Graphene Nanoplatelet Thermal Interface Material
5.13,22.6,4.9,21.9,0.428,Phenolic Impregnated Carbon Ablator (PICA)
5.06,22.4,7.05,21.3,0.989,Graphene Nanoplatelet Thermal Interface Material
3.74,22.2,3.63,21.1,0.24,Boron Nitride Nanotube Composite
2.4,21.7,6.33,19.1,0.773,Boron Nitride Nanotube Composite
4.56,22.5,2.54,22.0,0.123,Boron Nitride Nanotube Composite
3.01,22.6,4.9,20.0,0.434,Boron Nitride Nanotube Composite
2.34,20.6,13.9,6.67,8.39,Zirconium Dioxide Ceramic Heat Sink
2.13,20.0,14.1,12.5,3.64,Graphene Nanoplatelet Thermal Interface Material
2.19,21.7,6.44,19.1,0.744,Boron Nitride Nanotube Composite
5.27,22.9,3.73,22.6,0.25,Reinforced Carbon-Carbon (RCC) Shield Tile
4.36,22.2,4.36,22.1,0.392,Nanocrystalline Diamond Thermal Spreader
5.76,16.8,15.5,17.4,5.08,Graphene-Coated Carbon Fiber Sheet
2.63,22.5,7.4,19.2,1.02,Nanocrystalline Diamond Thermal Spreader
3.62,18.5,15.2,14.4,5.5,Graphene Nanoplatelet Thermal Interface Material
3.2,20.2,4.74,21.9,0.403,Nanocrystalline Diamond Thermal Spreader
2.05,21.0,8.47,16.8,7.48,Graphene-Coated Carbon Fiber Sheet
0.571,22.0,6.43,17.5,0.755,Graphene Nanoplatelet Thermal Interface Material
3.9,22.1,4.91,22.0,0.425,Graphene-Coated Carbon Fiber Sheet
2.49,20.7,13.9,14.5,4.03,Diamond-Like Carbon (DLC) Coated Radiator
0.995,22.0,8.24,17.5,1.24,Graphene Nanoplatelet Thermal Interface Material
1.02,22.3,5.79,18.6,0.608,Graphene-Coated Carbon Fiber Sheet
1.05,22.6,10.4,15.4,3.6,Graphene Nanoplatelet Thermal Interface Material
3.43,22.6,5.29,21.8,0.538,Diamond-Like Carbon (DLC) Coated Radiator
2.72,21.8,9.13,20.0,1.53,Graphene Nanoplatelet Thermal Interface Material
2.61,20.7,10.5,19.5,2.27,Boron Nitride Nanotube Composite
5.82,13.6,19.1,10.9,8.22,Phenolic Impregnated Carbon Ablator (PICA)
2.9,21.2,11.9,18.6,3.06,Graphene-Coated Carbon Fiber Sheet
3.99,22.9,7.34,22.0,0.958,Graphene-Coated Carbon Fiber Sheet
2.62,20.7,4.25,22.5,0.331,Boron Nitride Nanotube Composite
5.62,19.5,18.4,11.6,8.51,Silicon Oxycarbide Shield Tile
4.14,21.8,10.9,20.8,2.62,Reinforced Carbon-Carbon (RCC) Shield Tile
2.45,17.9,12.2,17.6,8.16,Boron Nitride Nanotube Composite
3.14,23.0,1.7,23.0,0.0512,Boron Nitride Nanotube Composite
0.00815,20.1,5.55,20.1,0.967,Boron Nitride Nanotube Composite
5.2,17.1,15.1,19.8,6.35,Graphene-Coated Carbon Fiber Sheet
6.7,23.0,12.4,21.4,6.78,Zirconium Dioxide Ceramic Heat Sink
6.01,23.0,11.6,21.6,6.63,Zirconium Dioxide Ceramic Heat Sink
3.09,18.1,13.8,17.6,9.23,Boron Nitride Nanotube Composite
2.62,21.7,13.9,17.5,6.73,Graphene Nanoplatelet Thermal Interface Material
3.43,14.4,14.5,20.6,4.06,Graphene-Coated Carbon Fiber Sheet
2.3,21.1,16.1,16.9,5.85,Graphene Nanoplatelet Thermal Interface Material
